Suburb,Type,Price,BuildingArea,YearBuilt
Bentleigh East,u,835000,,
Bentleigh East,h,1690000,165,1950
Bentleigh East,u,791000,122,1950
Bentleigh East,h,900000,140,1940
Bentleigh East,h,1189000,,2010
Bentleigh East,t,825000,,
Bentleigh East,t,1030000,,
Bentleigh East,t,970000,156,2000
Bentleigh East,h,930000,,
Bentleigh East,h,1510000,,
Bentleigh East,t,1240000,,
Bentleigh East,h,823000,143,2003
Bentleigh East,h,1310000,,
Bentleigh East,h,1475000,,
Bentleigh East,t,950000,,1940
Bentleigh East,t,1045000,190,2010
Bentleigh East,h,750000,,
Bentleigh East,u,800000,,1994
Bentleigh East,u,655000,80,2000
Bentleigh East,h,1550000,257,1950
Bentleigh East,h,835000,105,1980
Bentleigh East,h,1140000,,
Bentleigh East,h,1120000,,
Bentleigh East,t,1465000,256,2015
Bentleigh East,h,910000,96,1950
Bentleigh East,u,920000,123,2007
Bentleigh East,t,935000,160,2012
Bentleigh East,h,977000,163,1970
Bentleigh East,h,1352000,122,1950
Bentleigh East,h,1115000,160,1960
Bentleigh East,h,780000,,1966
Bentleigh East,h,1115000,,
Bentleigh East,h,1197000,147,1949
Bentleigh East,u,485000,83,2011
Bentleigh East,u,810000,,1950
Bentleigh East,h,1365000,151,1960
Bentleigh East,h,700000,,
Bentleigh East,h,1698888,337,2006
Bentleigh East,h,1150000,,
Bentleigh East,u,340000,,2012
Bentleigh East,h,1000000,,
Bentleigh East,t,965000,28,2010
Bentleigh East,u,870000,150,2011
Bentleigh East,h,1405000,,
Bentleigh East,h,1161000,168,1950
Bentleigh East,h,1266000,146,1970
Bentleigh East,t,700000,200,2008
Bentleigh East,t,1325000,265,2012
Bentleigh East,u,770000,132,2005
Bentleigh East,h,1110000,538,
Bentleigh East,u,380000,99,1970
Bentleigh East,h,1175000,158,1980
Bentleigh East,h,1200000,120,1960
Bentleigh East,h,1370000,196,1970
Bentleigh East,h,1433500,186,1950
Bentleigh East,h,1630000,,
Bentleigh East,h,1360000,,
Bentleigh East,h,900000,,
Bentleigh East,t,860000,131,2005
Bentleigh East,u,772500,,
Bentleigh East,h,1001000,,
Bentleigh East,u,715000,114,1995
Bentleigh East,h,801000,,
Bentleigh East,t,882000,,
Bentleigh East,h,1180000,,
Bentleigh East,t,840000,,
Bentleigh East,h,710000,115,1950
Bentleigh East,h,1040000,,
Bentleigh East,h,1550000,296,2007
Bentleigh East,h,930000,,
Bentleigh East,u,790000,100,1996
Bentleigh East,h,1040000,,
Bentleigh East,h,1020000,144,1960
Bentleigh East,t,670000,,
Bentleigh East,u,800000,,
Bentleigh East,t,1120000,,
Bentleigh East,t,970000,,
Bentleigh East,t,787500,,
Bentleigh East,h,950000,,
Bentleigh East,h,886000,122,2012
Bentleigh East,t,780000,,
Bentleigh East,h,1015000,198,1997
Bentleigh East,u,830000,,2001
Bentleigh East,h,1241000,,
Bentleigh East,h,1255000,167,1950
Bentleigh East,h,1320000,94,1950
Bentleigh East,h,870000,133,1950
Bentleigh East,h,1472500,219,2013
Bentleigh East,h,640000,118,2005
Bentleigh East,h,1160000,,
Bentleigh East,h,1306000,,
Bentleigh East,h,1291000,,
Box Hill,h,1620000,255,1940
Box Hill,u,645000,81,1965
Box Hill,u,790000,,
Box Hill,h,880000,,2003
Box Hill,h,1560000,167,1905
Box Hill,h,1715000,170,1950
Box Hill,h,1200000,110,1950
Box Hill,h,1760000,151,1910
Box Hill,u,288000,,1970
Box Hill,h,948000,108,1950
Box Hill,h,2770000,,1950
Box Hill,h,1412000,,
Box Hill,u,465000,65,2010
Box Hill,t,975000,158,2008
Box Hill,h,1325000,134,1950
Box Hill,t,750000,3,2000
Box Hill,h,1400000,159,1940
Box Hill,h,1500000,106,1930
Box Hill,h,1600000,195,1890
Box Hill,u,616000,,
Box Hill,h,1661000,,
Box Hill,h,1461400,235,1927
Box Hill,u,775000,108,1980
Box Hill,h,1506000,,
Box Hill,h,1670000,162,1926
Box Hill,u,340000,,
Box Hill,h,4000000,120,1945
Box Hill,h,928000,106,1890
Box Hill,u,761000,,2000
Box Hill,u,636000,82,1970
Box Hill,h,1625000,,1912
Box Hill,h,1430000,,
Box Hill,h,836000,,2005
Box Hill,u,400000,,
Box Hill,h,1170000,95,1920
Box Hill,h,1670000,231,1924
Box Hill,h,1351000,,
Box Hill,h,857000,119,1930
Box Hill,t,822500,130,2000
Box Hill,u,560000,,1970
Box Hill,u,420000,,1970
Braybrook,h,870000,,
Braybrook,h,645000,75,1950
Braybrook,t,502000,106,2011
Braybrook,u,495000,124,2006
Braybrook,h,660000,,
Braybrook,h,868000,77,1950
Braybrook,h,645000,154,1990
Braybrook,h,652000,145,2010
Braybrook,h,850000,240,2002
Braybrook,h,570500,,1960
Braybrook,h,575000,98,1955
Braybrook,h,882000,216,2008
Braybrook,h,730000,135,1970
Braybrook,h,670000,,
Braybrook,h,585000,,
Braybrook,h,826000,,1950
Braybrook,h,610000,154,1990
Braybrook,h,696000,90,1960
Braybrook,h,660000,,1960
Braybrook,t,579000,144,2013
Braybrook,h,856500,,2008
Braybrook,h,510000,,
Braybrook,h,765000,105,1960
Braybrook,t,475000,104,1980
Braybrook,h,550000,160,2000
Braybrook,t,505000,,
Braybrook,h,495000,138,2005
Braybrook,h,680000,,
Braybrook,h,565000,78,1970
Braybrook,h,697500,,
Brighton,h,1550000,,1940
Brighton,h,1635000,156,1920
Brighton,h,1830000,,
Brighton,h,3695000,284,1960
Brighton,u,536000,70,1970
Brighton,h,3700000,247,1900
Brighton,h,3775000,,
Brighton,h,1975000,122,1930
Brighton,u,1300000,,2000
Brighton,h,1390000,137,1975
Brighton,h,4250000,,
Brighton,h,2905000,260,1905
Brighton,u,1300000,132,1940
Brighton,t,1725000,225,1997
Brighton,h,2266000,,
Brighton,h,2910000,,
Brighton,h,2100000,209,1970
Brighton,h,2700000,,
Brighton,u,800000,74,1960
Brighton,t,1750000,,
Brighton,h,1761000,135,1920
Brighton,h,2600000,,
Brighton,h,1302500,171,1993
Brighton,h,1900000,,
Brighton,h,2750000,341,2005
Brighton,u,892500,92,1970
Brighton,h,2145000,197,1910
Brighton,h,3171000,340,2000
Brighton,h,1910000,,
Brighton,t,1850000,,
Brighton,t,1067000,,
Brighton,h,1865000,,
Brighton,u,620000,74,2013
Brighton,u,985000,,
Brighton,t,1475000,163,2000
Brighton,h,502000,,
Brighton,u,700000,,1952
Brighton,h,2400000,,1910
Brighton,u,590000,,1950
Brighton,h,1650000,111,1980
Brighton,h,1562500,202,1925
Brighton,h,2050000,262,2012
Brighton,h,3180000,,
Brighton,t,960000,,
Brighton,h,3320000,364,2000
Brighton,h,2800000,,
Brighton,u,1602000,,
Brighton,u,1300000,,
Brighton,u,1100000,85,1935
Brighton,h,1650000,143,1910
Brighton,h,1102000,,
Brighton,u,575000,,
Brighton,h,1570000,111,1920
Brighton,t,1411000,,2011
Brighton,h,4700000,221,
Brighton,h,1785000,118,1953
Brighton,h,1550000,,
Brighton,h,1875000,170,1991
Brighton,h,2400000,,
Brighton,u,1266000,116,1950
Brighton,u,826000,,
Brighton,h,2730000,423,1938
Brighton,u,900000,,1970
Brighton,t,1962000,,1995
Brighton,h,3295888,337,1990
Brighton,u,375000,40,1965
Brighton,u,756000,80,1920
Brighton,u,800000,,
Brighton,h,2100000,219,1920
Brighton,h,1500000,,
Brighton,u,905500,,
Brighton,h,2375000,302,2000
Brighton,h,2275000,,
Brighton,h,1385000,120,1935
Brighton,h,1601000,,1958
Brighton,h,2020000,419,
Brighton,t,1762000,,
Brighton,h,2450000,,
Brighton,u,858000,75,1950
Brighton,t,1427000,,
Brighton,t,2517500,,
Brighton,h,2800000,229,1910
Brighton,h,3700000,305,1890
Brighton,h,1410000,,1930
Brighton,h,2475000,274,1920
Brighton,h,2700000,333,1925
Brighton,u,1005000,,
Brighton,h,3900000,311,1990
Brighton,u,610000,75,2005
Brighton,u,880000,,1965
Brighton,u,737000,,1975
Brighton,h,1532000,165,1910
Brighton,u,1250000,,
Brighton,u,835000,,
Brighton,h,2320000,,
Brighton,h,2000000,,
Brighton,t,1230000,,
Brighton,h,2375000,,
Brighton,t,1037000,2,2009
Brighton,h,3050000,319,1995
Brighton,t,1630000,196,2000
Brighton,h,1701000,,
Brighton,u,760000,,
Brighton,h,2640000,246,1975
Brighton,u,850000,,
Brighton,u,671000,74,1980
Brighton,t,2250000,281,2012
Brighton,h,2900000,161,1942
Brighton,u,1620000,,
Brighton,h,3550000,,
Brighton,h,2750000,,
Brighton,h,3751000,,
Brighton,t,1425000,,
Brighton,h,2405000,142,1970
Brighton,u,1352500,110,1993
Brighton,h,2030000,,
Brighton,h,3105000,304,1930
Brighton,h,1171000,,1970
Brighton,t,1400000,,
Brighton,h,1600000,,2000
Brighton,h,1500000,195,1990
Brighton East,h,1940000,240,1960
Brighton East,h,1850000,268,1940
Brighton East,h,930000,117,1930
Brighton East,h,1310000,213,2008
Brighton East,h,1250000,,
Brighton East,h,2504000,183,1950
Brighton East,u,700000,,
Brighton East,u,750000,,1970
Brighton East,t,1302500,,
Brighton East,h,1445000,126,1940
Brighton East,h,980000,,
Brighton East,h,1495000,,
Brighton East,h,1825000,594,1973
Brighton East,h,1700000,274,1935
Brighton East,h,1400000,235,1930
Brighton East,h,1075000,,1990
Brighton East,h,1860000,,1948
Brighton East,h,1500000,228,2000
Brighton East,t,870000,,
Brighton East,h,2000000,,
Brighton East,h,1400000,182,1950
Brighton East,h,1300000,,
Brighton East,h,1600000,245,1945
Brighton East,h,1780000,119,1935
Brighton East,h,1200000,270,1920
Brighton East,u,775000,90,1960
Brighton East,h,1480000,143,1925
Brighton East,h,2900000,,1950
Brighton East,h,1590000,244,2012
Brighton East,h,2840000,274,1972
Brighton East,h,1580000,,
Brighton East,t,1100000,,
Brighton East,h,1000000,131,1948
Brighton East,h,2500000,,2005
Brighton East,h,1700000,275,1950
Brighton East,h,1405000,,
Brighton East,h,1290000,,1920
Brighton East,h,3207000,272,1969
Brighton East,u,880000,34,1990
Brighton East,h,1920000,203,1960
Brighton East,h,1301000,121,1926
Brighton East,t,2570000,,
Brighton East,h,2550000,233,1960
Brighton East,h,1915000,238,1970
Brighton East,h,1650000,212,1948
Brighton East,h,1530000,177,1920
Brighton East,h,805000,,
Brighton East,h,2050000,233,1940
Brighton East,h,2550000,346,2016
Brighton East,u,905000,93,1980
Brighton East,h,1355000,151,1930
Brighton East,h,1845000,145,1950
Brighton East,h,1760000,,
Brighton East,h,2050000,309,1970
Brighton East,h,1620000,,
Brighton East,t,940000,,2004
Brighton East,h,1710000,228,1915
Brighton East,h,1800000,,
Brighton East,h,1706000,,
Brighton East,t,1300000,222,2000
Brighton East,u,770000,,
Brighton East,h,2200000,286,2000
Brighton East,h,1400000,,
Brighton East,h,900000,,
Brighton East,h,2150000,225,1970
Brighton East,h,1725000,,
Brighton East,h,1755000,,
Brighton East,h,1650000,,1997
Brighton East,h,1720000,,
Brighton East,h,1815000,,
Brighton East,h,1450000,,
Brighton East,t,681000,60,2012
Brighton East,t,1511000,,
Brighton East,h,1310000,250,2018
Brighton East,u,340000,57,1950
Brighton East,h,1537000,,1999
Brighton East,h,1100000,,
Brighton East,h,994000,,
Brighton East,h,1447000,,
Brighton East,u,692000,66,1960
Brighton East,t,1367000,4,2000
Brighton East,u,903000,101,1970
Brighton East,h,2820000,337,1960
Brighton East,h,1813000,117,1930
Brighton East,h,1655000,288,1950
Brighton East,t,1230000,193,1980
Brighton East,h,1389000,150,1930
Brighton East,u,750000,,1980
Brighton East,u,1245000,,1998
Brighton East,h,2310000,130,1930
Brighton East,t,1420000,,
Brighton East,u,563000,,1960
Brighton East,t,1014000,131,1990
Brunswick,u,428000,,1970
Brunswick,h,1026000,108,1905
Brunswick,h,1802500,93,1910
Brunswick,h,1500000,209,1890
Brunswick,h,2230000,287,1940
Brunswick,h,1050000,,
Brunswick,u,410000,66,2000
Brunswick,u,272500,40,1970
Brunswick,h,680000,100,2016
Brunswick,u,400000,61,1970
Brunswick,h,950000,96,1910
Brunswick,h,1310000,,1880
Brunswick,t,860000,97,
Brunswick,h,845500,90,1890
Brunswick,h,860000,,1910
Brunswick,t,605000,78,2009
Brunswick,h,1055000,,1930
Brunswick,u,445000,61,1975
Brunswick,u,659500,85,1970
Brunswick,u,600000,75,2011
Brunswick,u,627000,,
Brunswick,h,1450000,,
Brunswick,h,990000,,
Brunswick,h,1115000,139,1900
Brunswick,h,1125000,91,1910
Brunswick,h,855000,97,1930
Brunswick,h,910000,,
Brunswick,t,940000,140,2016
Brunswick,h,1100000,,1900
Brunswick,t,750000,88,2013
Brunswick,h,1056000,108,1910
Brunswick,t,620000,2,
Brunswick,u,880000,152,2000
Brunswick,h,1222500,126,1890
Brunswick,h,810000,,
Brunswick,h,1105000,,
Brunswick,h,1260000,,1925
Brunswick,t,955000,110,2007
Brunswick,t,895000,,
Brunswick,h,1094000,,
Brunswick,h,1135000,,
Brunswick,h,792000,,
Brunswick,u,587000,65,1970
Brunswick,h,1060000,121,1935
Brunswick,h,840000,,
Brunswick,h,890000,93,1900
Brunswick,h,1358000,,
Brunswick,h,840000,,
Brunswick,t,685000,100,2002
Brunswick,u,600000,,1970
Brunswick,h,905000,,
Brunswick,h,976000,162,2005
Brunswick,t,641000,112,1900
Brunswick,h,770000,87,1910
Brunswick,u,279500,51,1970
Brunswick,h,1800000,180,1900
Brunswick,h,1350000,151,1940
Brunswick,h,1320000,156,1920
Brunswick,h,825000,130,1900
Brunswick,h,860000,,1900
Brunswick,h,830000,,
Brunswick,h,936000,,
Brunswick,h,1261000,100,1910
Brunswick,h,1045000,105,1890
Brunswick,u,1044000,85,2000
Brunswick,h,1050000,126,1910
Brunswick,h,1691500,152,1920
Brunswick,h,1075000,108,1930
Brunswick,u,620000,,1975
Brunswick,u,501000,80,2010
Brunswick,h,1260000,98,1960
Brunswick,h,1650000,141,1920
Brunswick,u,601000,57,1970
Brunswick,h,800000,,
Brunswick,h,1015000,86,1920
Brunswick,t,625000,114,1930
Brunswick,h,1700000,195,1945
Brunswick,t,815000,142,
Brunswick,u,435000,57,1973
Brunswick,h,890000,,
Brunswick,h,1815000,,
Brunswick,h,2500000,266,1890
Brunswick,h,860000,88,1910
Brunswick,u,491000,66,1960
Brunswick,h,990000,,
Brunswick,u,350000,,
Brunswick,h,871000,,1880
Brunswick,h,985000,89,1940
Brunswick,h,1250000,162,1890
Brunswick,h,542000,,
Brunswick,t,641000,112,1900
Brunswick,h,1395000,,
Brunswick,h,860000,104,1890
Brunswick,u,440000,,
Brunswick,h,860000,,
Brunswick,h,835000,,
Brunswick,h,705000,68,1910
Brunswick,h,800000,,
Brunswick,h,880000,117,1915
Brunswick,h,1000000,,
Brunswick,t,754000,105,2000
Brunswick,h,916000,,1890
Brunswick,u,590000,74,2004
Brunswick,u,575000,66,1950
Brunswick,h,1020000,,
Brunswick,h,1510000,150,1920
Brunswick,t,801000,87,2007
Brunswick,t,820000,126,2011
Brunswick,u,370000,45,1970
Brunswick,h,1170000,104,1890
Brunswick,h,1790000,129,1920
Brunswick,t,640000,118,2000
Brunswick,h,820000,,
Brunswick,h,1875000,207,1958
Brunswick,h,1053000,1041,1925
Brunswick,t,705000,111,2012
Brunswick,u,240000,,
Brunswick,h,1175000,1,
Brunswick,h,1217000,127,1920
Brunswick,h,1020000,119,1943
Brunswick,u,1180000,,2010
Brunswick,h,1340000,132,1910
Brunswick,h,1410000,214,1916
Brunswick,h,1550000,126,1900
Brunswick,h,740000,122,2010
Brunswick,h,947000,,
Brunswick,u,592500,89,2002
Brunswick,h,1317000,,
Brunswick,u,370000,54,1965
Brunswick,h,765000,120,1880
Brunswick,h,772000,82,1890
Brunswick,h,1210000,130,1890
Brunswick,h,1755000,199,1910
Brunswick,h,1073000,,
Brunswick,h,1080000,,
Brunswick,h,945000,103,1910
Brunswick,h,755000,157,1930
Brunswick West,u,521500,69,1960
Brunswick West,u,320000,,1980
Brunswick West,h,1190000,119,1920
Brunswick West,h,942000,,
Brunswick West,u,471000,60,1970
Brunswick West,u,473000,,
Brunswick West,h,1200000,,
Brunswick West,h,930000,,
Brunswick West,u,265000,42,2000
Brunswick West,h,955000,93,1930
Brunswick West,h,1350000,321,1997
Brunswick West,t,380000,85,1970
Brunswick West,u,300000,37,1960
Brunswick West,h,810000,95,1950
Brunswick West,u,380000,,1970
Brunswick West,h,793000,119,1935
Brunswick West,u,400000,64,1960
Brunswick West,u,400500,70,2013
Brunswick West,t,797500,155,2010
Brunswick West,u,435000,,2002
Brunswick West,h,920000,,
Brunswick West,h,1172000,,
Brunswick West,h,1300000,135,1900
Brunswick West,h,1330000,101,1930
Brunswick West,h,1245000,,1934
Brunswick West,h,900000,,
Brunswick West,h,1205000,287,1982
Brunswick West,u,380000,62,1970
Brunswick West,h,1095000,168,1935
Brunswick West,t,680000,82,1970
Brunswick West,h,711000,87,1910
Brunswick West,h,910000,,
Brunswick West,h,1186000,,
Brunswick West,u,500000,75,1970
Brunswick West,h,1005000,,1926
Brunswick West,u,385000,62,1970
Brunswick West,u,656000,,
Brunswick West,u,370000,59,1960
Brunswick West,u,320000,43,1970
Brunswick West,h,988000,,
Brunswick West,u,400000,,
Brunswick West,u,330000,42,1970
Brunswick West,h,1200000,193,1920
Brunswick West,u,537000,66,1960
Brunswick West,h,910000,141,1950
Brunswick West,u,285000,45,1970
Brunswick West,h,921500,165,1930
Brunswick West,h,995000,,
Brunswick West,h,901000,,
Brunswick West,h,1315000,116,1930
Brunswick West,u,370000,65,1970
Brunswick West,t,735000,109,2004
Brunswick West,h,1000000,148,1935
Brunswick West,u,252000,45,1970
Brunswick West,h,1700000,184,1920
Brunswick West,h,820000,98,1900
Brunswick West,u,370000,65,1970
Brunswick West,u,484000,65,1950
Brunswick West,t,815000,123,1999
Brunswick West,h,1150000,,1950
Brunswick West,u,351000,,
Brunswick West,h,1150000,169,1910
Brunswick West,t,598000,,2009
Brunswick West,u,497000,84,1977
Brunswick West,u,403000,,
Brunswick West,h,440000,62,1960
Brunswick West,h,816000,115,1930
Brunswick West,h,1585000,,1920
Brunswick West,h,970000,150,1925
Bulleen,u,851000,140,2000
Bulleen,h,1300000,180,1960
Bulleen,h,1110000,,
Bulleen,h,1235000,214,1957
Bulleen,h,1505000,,2012
Bulleen,h,1303000,197,1980
Bulleen,h,1336000,,
Bulleen,h,880000,190,1960
Bulleen,h,980000,,
Bulleen,t,975000,226,2013
Bulleen,h,1127000,,
Bulleen,h,990000,180,1950
Bulleen,h,1401000,,
Bulleen,h,1340000,,1965
Bulleen,h,1225000,159,1970
Bulleen,h,1490000,304,1975
Bulleen,t,1250000,,1960
Bulleen,h,1002000,323,
Bulleen,h,1260000,,1971
Bulleen,h,905000,165,1965
Bulleen,h,1400000,,
Bulleen,h,1085000,225,1960
Bulleen,h,1300000,,
Bulleen,u,787000,100,1985
Bulleen,h,1280000,6791,
Bulleen,h,1075000,96,1960
Bulleen,h,890000,,
Bulleen,h,1320000,,1970
Bulleen,h,1302000,245,1996
Bulleen,h,1050000,719,1965
Bulleen,h,1000000,212,1970
Bulleen,h,1300000,300,1985
Bulleen,h,1250000,,
Bulleen,h,976000,,
Bulleen,h,980000,,
Bulleen,u,812500,,
Bulleen,h,990000,175,1975
Bulleen,h,1244000,,
Bulleen,h,1100000,212,1975
Bulleen,h,1475000,,1998
Bulleen,h,1140000,,
Bulleen,h,833000,,
Bulleen,h,903000,140,1965
Bulleen,h,1351000,,
Bulleen,h,1060000,,
Bulleen,h,1063000,,
Burwood,h,1590000,253,1940
Burwood,h,1390000,,
Burwood,h,1300000,,1960
Burwood,h,1890000,111,1960
Burwood,u,1022500,130,2000
Burwood,h,1250000,,
Burwood,h,1151000,,
Burwood,h,1755000,145,1970
Burwood,u,686000,,1980
Burwood,h,1300000,136,1950
Burwood,h,1160000,111,1950
Burwood,h,2000000,229,1996
Burwood,h,790000,103,1960
Burwood,h,1682000,174,1950
Burwood,u,625000,115,2002
Burwood,t,780000,,
Burwood,h,1342000,,
Burwood,h,1782800,,
Burwood,h,1468000,,
Burwood,u,650000,120,1975
Burwood,h,1060000,210,2013
Burwood,h,1255000,210,2005
Burwood,h,900000,,1955
Burwood,h,633000,92,1965
Burwood,h,1070500,,
Burwood,h,1175000,,
Burwood,h,1521000,,
Burwood,h,1350000,82,1950
Burwood,t,752000,,1993
Burwood,h,570000,112,1950
Burwood,h,1460000,,
Burwood,t,745000,126,1998
Burwood,h,2150000,380,2014
Burwood,u,746000,92,1995
Burwood,h,1540000,120,1950
Burwood,t,1145000,,
Burwood,h,1410000,,1950
Burwood,u,640000,,
Burwood,h,1800000,,1963
Burwood,t,1270000,212,2005
Burwood,t,900000,176,2013
Burwood,h,1250000,220,2005
Burwood,h,1410000,182,1970
Burwood,h,1100000,,
Burwood,h,1485000,,
Burwood,h,2068000,,
Burwood,h,1000000,,
Burwood,u,800000,150,1950
Burwood,t,702000,106,2001
Camberwell,h,2650000,189,1890
Camberwell,t,1615000,,
Camberwell,h,3225000,,
Camberwell,u,1017000,,1940
Camberwell,u,729000,87,1970
Camberwell,h,2600000,348,1940
Camberwell,h,1650000,189,1998
Camberwell,h,2860000,,1940
Camberwell,h,950000,,1994
Camberwell,u,615000,68,1960
Camberwell,h,1987000,164,1960
Camberwell,u,683000,86,1970
Camberwell,h,1690000,154,1950
Camberwell,u,430000,56,2011
Camberwell,u,717000,,1960
Camberwell,t,1300000,,
Camberwell,h,2950000,,
Camberwell,h,2600000,232,1897
Camberwell,h,2325000,131,1930
Camberwell,u,435000,77,1960
Camberwell,h,892000,,
Camberwell,t,900400,111,
Camberwell,h,2090000,,
Camberwell,t,1250000,,
Camberwell,h,2000000,105,1925
Camberwell,h,1302000,115,1938
Camberwell,h,1430000,,
Camberwell,h,1622000,160,1930
Camberwell,u,502000,77,1965
Camberwell,u,435000,77,1960
Camberwell,h,620000,,1960
Camberwell,h,2000000,,1920
Camberwell,u,591000,89,1960
Camberwell,h,2608000,3112,1920
Camberwell,h,1780000,133,1930
Camberwell,h,2250000,225,2009
Camberwell,h,895000,95,1930
Camberwell,h,1800000,213,1920
Camberwell,h,1400000,,1935
Camberwell,u,693000,,
Camberwell,u,900000,88,1970
Camberwell,h,2700000,317,1994
Camberwell,u,530000,76,1960
Camberwell,u,805000,,
Camberwell,h,2228000,163,1960
Camberwell,t,930000,,1970
Camberwell,u,590000,,
Camberwell,h,4760000,,
Camberwell,h,1602500,102,1930
Camberwell,t,1515000,,
Camberwell,h,1800000,,
Camberwell,u,530000,,
Camberwell,u,558000,,
Camberwell,h,1185000,,
Camberwell,h,2177000,130,1920
Camberwell,h,2155000,,
Camberwell,h,3400000,146,1960
Camberwell,h,1470000,,
Camberwell,u,820000,,1969
Camberwell,h,2105000,164,1940
Camberwell,t,1625000,160,1990
Camberwell,h,1750000,,
Camberwell,h,3300000,220,2016
Camberwell,u,667000,81,1960
Camberwell,h,2800000,,
Camberwell,h,1175000,,
Camberwell,t,775000,,
Camberwell,h,2220000,,
Camberwell,h,2015000,145,1920
Camberwell,u,700000,75,1970
Camberwell,h,1700000,,
Camberwell,h,3225000,270,1890
Camberwell,u,810000,,
Camberwell,h,3320000,407,2009
Camberwell,h,2125000,282,1980
Camberwell,h,2030000,210,1960
Camberwell,h,2750000,257,1912
Camberwell,h,2000000,271,1980
Camberwell,h,706000,,1960
Camberwell,h,2250000,453,2010
Camberwell,h,2740000,363,2005
Canterbury,h,2950000,215,1935
Canterbury,h,1587500,130,1920
Canterbury,t,1550000,232,
Canterbury,h,765000,,
Canterbury,u,830000,83,1960
Canterbury,h,2375000,229,1910
Canterbury,h,2900000,297,1910
Canterbury,h,2200000,148,1890
Canterbury,h,2620000,235,1890
Canterbury,h,1305000,104,1945
Canterbury,h,4350000,,
Canterbury,h,928000,140,1998
Canterbury,h,2930000,222,2005
Canterbury,h,2950000,173,1927
Canterbury,h,3800000,,
Canterbury,u,722000,92,1965
Canterbury,h,2350000,282,1910
Canterbury,t,1680000,,
Canterbury,h,1640000,207,1997
Canterbury,h,1680000,197,1910
Canterbury,h,3550000,427,2013
Canterbury,h,1385000,,1910
Canterbury,h,3400000,411,2008
Canterbury,u,690500,,
Canterbury,h,1850000,216,1995
Canterbury,u,736000,,
Canterbury,t,1843000,,
Canterbury,u,685000,,
Canterbury,h,1800000,,
Canterbury,h,1800000,,1986
Canterbury,h,3145000,276,2012
Canterbury,t,1742000,,
Canterbury,t,1420000,,
Canterbury,u,1016000,,
Carlton North,h,1330000,,1900
Carlton North,h,1540000,,
